week,receipt,outlay,deficit,n_days_avg
1,89.314575,161.8023,72.487725,5.0
2,105.211625,111.24727499999999,6.035649999999999,5.0
3,128.4338,124.28185,-4.151949999999999,5.0
4,81.24334999999999,106.96655000000001,25.723200000000002,4.85
5,23.76103846153846,64.9695,41.20846153846154,1.6153846153846154
